kamis B-TIME
( I-TIME
18/12/2014 I-TIME
) I-TIME
nurhayati B-PERSON
mengatakan O
hampir O
sebagian O
besar O
kader O
demokrat O
termasuk O
dirinya O
masuk O
menjadi O
kader O
demokrat O
karena O
faktor O
sby O
berdasarkan O
hal O
itu O
pulalah O
mayoritas O
kader O
berlambang O
segitiga O
mercy O
tersebut O
menginginkan O
agar O
sby O
mencalonkan O
kembali O
menjadi O
ketua O
umum O
pada O
mendatang O
kami O
ingin O
sby O
pimpin O
partai O
ini O
partai O
yang O
dibesarkan O
oleh O
beliau O
kalau O
sby O
yang O
pimpin O
insya O
allah O
bisa O
besar O
lagi O
bisa O
kembalikan O
kepercayaan O
masyarakat O
pada O
demokrat O
kata O
nurhayati B-PERSON
nurhayati B-PERSON
menegaskan O
meskipun O
dia O
mengklaim O
mayoritas O
kader O
menginginkan O
sby O
untuk O
kembali O
menjadi O
ketua O
umum O
bukan O
berarti O
tidak O
ada O
peluang O
untuk O
kader O
lain O
maju O
menjadi O
calon O
ketua O
umum O
menurut O
dia O
partai B-ORGANIZATION
demokrat I-ORGANIZATION
adalah O
partai O
yang O
menjunjung O
proses O
demokrasi O
kalau O
ada O
yang O
ingin O
maju O
silakan O
dalam O
berdemokrasi O
kan O
biasa O
kalau O
banyak O
kader O
ingin O
sby O
kita O
harap O
sby O
bersedia O
ucap O
nurhayati B-PERSON
ketua O
komisi O
iii O
dpr O
ri O
benny B-PERSON
kabur I-PERSON
harman I-PERSON
menyatakan O
dua O
pimpinan O
komisi B-ORGANIZATION
pemberantasan I-ORGANIZATION
korupsi I-ORGANIZATION
( I-ORGANIZATION
kpk I-ORGANIZATION
) I-ORGANIZATION
bibit B-PERSON
s I-PERSON
rianto I-PERSON
dan O
chandra B-PERSON
m I-PERSON
hamzah I-PERSON
bisa O
menempuh O
upaya O
hukum O
selanjutnya O
setelah O
anggodo B-PERSON
widjojo I-PERSON
memenangkan O
gugatan O
terhadap O
surat O
keterangan O
penghentian O
penuntutan O
skpp O
di O
pn B-LOCATION
jakarta I-LOCATION
selatan I-LOCATION
menurut O
benny B-PERSON
bibit-chandra B-PERSON
juga O
bisa O
menempuh O
upaya O
yang O
ditempuh O
oleh O
anggodo B-PERSON
silahkan O
menggunakan O
upaya O
hukum O
untuk O
memastikan O
apakah O
hukum O
yang O
digunakan O
majelis O
hakim O
memang O
masuk O
akal O
atau O
tidak O
dan O
sesuai O
dengan O
prinsip O
negara O
hukum O
atau O
tidak O
sesuai O
dengan O
due O
process O
of O
law O
yang O
ada O
di O
dalam O
katanya O
di O
lobi B-LOCATION
nusantara I-LOCATION
ii I-LOCATION
gedung I-LOCATION
mpr/dpr/dpd I-LOCATION
ri I-LOCATION
senin B-TIME
( I-TIME
19/4/2010 I-TIME
) I-TIME
dengan O
demikian O
keduanya O
bisa O
menelusuri O
majelis O
hakim O
dalam O
mengeluarkan O
putusan O
baik O
yang O
bersifat O
sosiologis O
maupun O
politis O
benny B-PERSON
sendiri O
tidak O
melihat O
kembali O
adanya O
ide O
untuk O
melemahkan O
posisi O
bibit B-PERSON
dan O
chandra B-PERSON
menurutnya O
ini O
murni O
persoalan O
hukum O
apakah O
salah O
atau O
tidak O
biarkanlah O
pengadilan O
yang O
memutuskannya O
apakah O
pengadilan O
tidak O
dipengaruhi O
aspek O
hukum O
silahkan O
komisi O
yudisial O
lakukan O
eksaminasi O
publik O
menilai O
dan O
pengadilan O
di O
atasnya O
bisa O
menimbang O
ulang O
yang O
digunakan O
majelis O
hakim O
dalam O
mengabulkan O
permohonan O
tambahnya O
benny B-PERSON
sendiri O
menghargai O
putusan O
pengadilan O
tersebut O
selama O
prosesnya O
dilakukan O
dengan O
menggunakan O
negara O
hukum O
sebagai O
dasar O
pengambilan O
putusan O
siapa O
pun O
yang O
diduga O
melakukan O
tindak O
pidana O
memiliki O
hak O
untuk O
mendapatkan O
pembelaan O
di O
hadapan O
pengadilan O
oleh O
sebab O
itu O
kalau O
anggodo B-PERSON
menuntut O
perlakuan O
yang O
sama O
dan O
dikabulkan O
pengadilan O
maka O
itu O
hal O
yang O
sesuai O
dengan O
asas O
atau O
prinsip O
negara O
hukum O
untuk O
selanjutnya O
karena O
ini O
putusan O
hukum O
tingkat O
pertama O
maka O
tentu O
kalau O
ada O
upaya O
hukum O
lainnya O
putusan O
pengadilan O
itu O
akan O
dikasuskan O
tegasnya O
partai B-ORGANIZATION
keadilan I-ORGANIZATION
sejahtera I-ORGANIZATION
( I-ORGANIZATION
pks I-ORGANIZATION
) I-ORGANIZATION
belum O
menentukan O
sikap O
atas O
perppu O
pilkada O
meskipun O
sebagian O
besar O
partai O
lainnya O
telah O
menyatakan O
dukungannya O
terhadap O
perppu O
tersebut O
anggota O
dewan O
syuro O
pks O
refrizal B-PERSON
mengatakan O
pihaknya O
akan O
menentukan O
sikap O
pada O
akhir O
perppu O
pilkada O
akan O
dibahas O
usai O
reses O
dpr O
pada O
bulan O
januari B-TIME
2015 I-TIME
refrizal B-PERSON
mengatakan O
pihaknya O
akan O
mengkaji O
perppu O
tersebut O
terlebih O
dahulu O
sikap O
final O
nanti O
putuskan O
setelah O
mengkaji O
secara O
mendalam O
dan O
meminta O
pendapat O
pakar O
kata O
refrizal B-PERSON
ketika O
dikonfirmasi O
minggu B-TIME
( I-TIME
14/12/2014 I-TIME
) I-TIME
pks B-ORGANIZATION
kata O
refrizal B-PERSON
akan O
membahas O
poin O
positif O
dan O
negatif O
mengenai O
pilkada O
langsung O
dan O
tak O
langsung O
pakar O
yang O
direncanakan O
dimintakan O
pendapatnya O
yakni O
ketua O
dkpp O
jimly B-PERSON
asshiddiqie I-PERSON
pks O
akan O
bikin O
pengajian O
konstitusi O
bisa O
diperluas O
kepada O
di O
kmp O
ujar O
refrizal B-PERSON
rapat O
paripurna O
mengenai O
rancangan O
pemilihan O
umum O
ditunda O
hingga O
kamis B-TIME
, I-TIME
12 I-TIME
april I-TIME
2012 I-TIME
penundaan O
tersebut O
disebabkan O
karena O
masih O
adanya O
perbedaan O
antar O
fraksi O
dalam O
poin O
metode O
penghitungan O
suara O
ke O
kursi O
antara O
metode O
kuota O
murni O
dan O
webster O
masih O
ada O
perbedaan O
mengenai O
konversi O
suara O
ke O
kursi O
belum O
ada O
titik O
temu O
kata O
wakil O
ketua O
dewan O
perwakilan O
rakyat O
pramono B-PERSON
anung I-PERSON
disela O
forum O
lobi O
rabu B-TIME
malam I-TIME
, I-TIME
11 I-TIME
april I-TIME
2012 I-TIME
beberapa O
partai O
yaitu O
pdi-p B-ORGANIZATION
golkar B-ORGANIZATION
dan O
pks B-ORGANIZATION
masih O
kukuh O
agar O
metode O
penghitungan O
suara O
menggunakan O
metode O
webster O
sedangkan O
partai O
lainnya O
menginginkan O
agar O
digunakan O
metode O
kuota O
murni O
maka O
rapat O
paripurna O
dilanjutkan O
kamis O
besok O
pada O
pukul O
10.00 B-TIME
wib I-TIME
dengan O
agenda O
pengambilan O
keputusan O
kata O
politikus O
pdi-p B-ORGANIZATION
ini O
politikus O
partai B-ORGANIZATION
demokrat I-ORGANIZATION
saan B-PERSON
mustopa I-PERSON
mengatakan O
akibat O
masih O
adanya O
perbedaan O
tersebut O
dua O
fraksi O
yaitu O
golkar B-ORGANIZATION
dan O
pdi-p B-ORGANIZATION
memilih O
walkout O
dari O
forum O
lobi O
demi O
kebersamaan O
karena O
menyangkut O
kepentingan O
parpol O
maka O
dilanjutkan O
besok O
katanya O
namun O
saan B-PERSON
mengatakan O
tiga O
poin O
krusial O
lainnya O
sudah O
disepakati O
dalam O
lobi O
tersebut O
yaitu O
sistem O
pemilihan O
disepakati O
proporsional O
terbuka O
alokasi O
kursi O
tiap O
daerah O
pemilihan O
untuk O
nasional O
dan O
untuk O
tingkat O
provinsi O
dan O
selain O
itu O
ambang O
batas O
parlemen O
parliamentary O
threshold O
juga O
disepakati O
di O
angka O
3,5 B-QUANTITY
persen I-QUANTITY
saan B-PERSON
berharap O
keputusan O
mengenai O
ruu O
pemilu O
ini O
dapat O
diambil O
dengan O
musyawarah O
mufakat O
namun O
jika O
masih O
ada O
perbedaan O
skenario O
terburuk O
yang O
akan O
dilakukan O
kata O
saan B-PERSON
pengambilan O
keputusan O
akan O
dilakukan O
voting O
untuk O
satu O
poin O
metode O
penghitungan O
suara O
kita O
akan O
bawa O
ke O
paripurna O
hasilnya O
yang O
tiga O
tidak O
usah O
di O
voting O
katanya O
sekretaris O
jenderal O
partai B-ORGANIZATION
nasional I-ORGANIZATION
demokrat I-ORGANIZATION
ahmad B-PERSON
rofiq I-PERSON
menegaskan O
nasional B-ORGANIZATION
demokrat I-ORGANIZATION
yang O
baru O
saja O
didaftarkannya O
sebagai O
partai O
politik O
berbeda O
dengan O
organisasi O
masyarakat O
nasdem B-ORGANIZATION
yang O
dipimpin O
surya B-PERSON
paloh I-PERSON
menurut O
rofiq B-PERSON
meski O
memiliki O
nama O
yang O
sama O
mekanisme O
keduanya O
berjalan O
kalau O
itu O
ormas O
tetap O
berjalan O
terus O
ormas O
tetap O
ormas O
tidak O
akan O
melakukan O
politisasi O
membentuk O
parpol O
sebagai O
warga O
negara O
yang O
ingin O
membentuk O
parpol O
saja O
partai B-ORGANIZATION
nasdem I-ORGANIZATION
berbeda O
dengan O
ormas O
nasdem B-ORGANIZATION
katanya O
kepada O
wartawan O
selasa B-TIME
( I-TIME
26/4/2011 I-TIME
) I-TIME
rofiq B-PERSON
yang O
menjabat O
sebagai O
wakil O
sekjen O
nasional O
demokrat B-ORGANIZATION
yang O
dipimpin O
surya B-PERSON
paloh I-PERSON
mengaku O
senang O
karena O
akhirnya O
bisa O
mendaftarkan O
nasdem B-ORGANIZATION
sebagai O
parpol O
kini O
parpol O
baru O
ini O
sedang O
melakukan O
konsolidasi O
dengan O
membentuk O
infrastruktur O
partai O
dan O
melengkapi O
berkas O
yang O
disyaratkan O
oleh O
kementerian O
hukum O
dan O
hak O
asasi O
manusia O
rofiq B-PERSON
enggan O
berkomentar O
mengenai O
sudah O
mendapat O
restu O
dari O
surya B-PERSON
paloh I-PERSON
atau O
belum O
menurut O
dia O
hak O
politik O
seorang O
warga O
negara O
termasuk O
membentuk O
suatu O
partai O
tak O
boleh O
dihalangi O
namun O
rofiq B-PERSON
mengatakan O
tujuannya O
membentuk O
partai O
ini O
adalah O
untuk O
menerjemahkan O
sisi O
politik O
dari O
nasdem B-ORGANIZATION
yang O
sudah O
diikutinya O
persoalannya O
bukan O
restu O
tidak O
ada O
warga O
negara O
yang O
bisa O
menghalangi O
membentuk O
parpol O
siapa O
pun O
tentu O
akan O
memberikan O
permakluman O
saya O
kira O
kita O
perlu O
memahami O
pentingnya O
partai O
baru O
dalam O
memberikan O
peran O
aktif O
perpolitikan O
di O
negeri O
ini O
masyarakat O
secara O
keseluruhan O
telah O
mengalami O
krisis O
politik O
luar O
biasa O
saya O
kira O
punya O
peluang O
besar O
menjadi O
alternatif O
ujarnya O
ruangan O
sidang O
komisi O
iii O
dpr O
ri O
dipenuhi O
sekitar O
32 B-QUANTITY
anggotanya I-QUANTITY
untuk O
mengikuti O
rapat O
dengar O
pendapat O
rdp O
dengan O
pelaksana O
tugas O
sekjen O
pdip O
hasto B-PERSON
kristiyanto I-PERSON
rabu B-TIME
( I-TIME
4/2/2015 I-TIME
) I-TIME
hampir O
seluruh O
pimpinan O
komisi O
iii O
hadir O
mulai O
ketua O
aziz B-PERSON
syamsuddin I-PERSON
wakil O
ketua O
benny B-PERSON
k I-PERSON
harman I-PERSON
junimart B-PERSON
girsang I-PERSON
dalam O
kesempatan O
itu O
benny B-PERSON
yang O
memimpin O
jalannya O
sidang O
mengatakan O
bahwa O
fakta O
dan O
bukti O
yang O
akan O
disampaikan O
oleh O
hasto B-PERSON
dan O
zainal B-PERSON
hubungannya O
dengan O
komisi O
iii O
dpr O
adalah O
kaitan O
mitra O
kerja O
komisi O
iii O
adalah O
lembaga O
resmi O
yang O
menyeleksi O
calon O
pimpinan O
kpk O
dirinya O
juga O
sempat O
mempertanyakan O
motivasi O
testimoni O
hasto O
tentang O
adanya O
dugaan O
pelanggaran O
transaksi O
politik O
ketua O
kpk O
abraham B-PERSON
samad I-PERSON
dengan O
elite O
pdi B-ORGANIZATION
perjuangan I-ORGANIZATION
di O
mana O
abraham B-PERSON
samad I-PERSON
sudah O
membantah O
pernyataan O
ini O
poin O
kita O
pak B-PERSON
hasto I-PERSON
buat O
pernyataan O
yang O
bisa O
ditengarai O
merusak O
instirusi O
kpk O
yang O
sangat O
kia O
percaya O
sementara O
ketua O
kpk O
bilang O
itu O
fitnah O
supaya O
nggak O
ada O
dusta O
diantara O
kita O
dan O
supaya O
rakyat O
nggak O
ambil O
kesimpulan O
maka O
komisi O
tiga O
memandang O
penting O
mengundang O
hasto O
supaya O
menyampaikan O
ini O
walaupun O
lembaga O
survei O
mengatakan O
dpr O
masuk O
dalam O
lembaga O
yang O
palingg O
korup O
ujar O
benny B-PERSON
dalam O
rapat O
jakarta B-TIME
, I-TIME
rabu I-TIME
( I-TIME
4/2/2015 I-TIME
) I-TIME
karenanya O
komisi O
iii O
memandang O
penting O
untuk O
hasto O
meluruskan O
itu O
dengan O
memanggilnya O
ke O
dpr O
apalagi O
hasto B-PERSON
merupakan O
salah O
satu O
orang O
yang O
duduk O
di O
tempat O
strategis O
di O
pdi B-ORGANIZATION
perjuangan I-ORGANIZATION
yaitu O
plt O
sekjen O
pdi O
perjuangan O
pak B-PERSON
hasto I-PERSON
ini O
bukan O
sekedar O
warga O
negara O
biasa O
beliau O
adalah O
plt O
sekjen O
partai O
yang O
saat O
ini O
sedang O
berkuasa O
ini O
yang O
jadi O
masalah O
kata O
benny B-PERSON
kandidat O
panglima O
tni O
laksamana O
agus B-PERSON
suhartono I-PERSON
memastikan O
akan O
tetap O
menjaga O
agar O
program O
reformasi O
tni O
terus O
berjalan O
meski O
sudah O
berjalan O
kata O
agus B-PERSON
ia O
mengakui O
program O
reformasi O
internal O
masih O
perlu O
disempurnakan O
beberapa O
hal O
yang O
masih O
perlu O
disempurnakan O
dalam O
reformasi O
internal O
tni O
antara O
lain O
bisnis O
tni O
peradilan O
militer O
dan O
aspek O
kultural O
kata O
agus B-PERSON
suhartono I-PERSON
saat O
uji O
kelayakan O
dan O
kepatutan O
calon O
panglima O
tni O
di O
komisi B-LOCATION
pertahanan I-LOCATION
, I-LOCATION
jakarta I-LOCATION
kamis B-TIME
23 I-TIME
september I-TIME
2010 I-TIME
kepala O
staf O
angkatan O
laut O
mengatakan O
reformasi O
internal O
tni O
dilakukan O
dalam O
rangka O
pembaharuan O
institusi O
melalui O
langkah O
konstruktif O
yang O
meliputi O
aspek O
kultural O
doktrin O
dan O
struktural O
menurut O
dia O
apa O
yang O
telah O
dilakukan O
tni O
sejauh O
ini O
dalam O
mereformasi O
diri O
telah O
pula O
dirasakan O
manfaatnya O
bagi O
masyarakat O
meski O
begitu O
upaya O
penyelesaian O
reformasi O
internal O
masih O
membutuhkan O
waktu O
dan O
proses O
mengingat O
tni O
bukan O
lembaga O
yang O
berdiri O
sendiri O
namun O
terkait O
dengan O
institusi O
lain O
sedangkan O
reformasi O
aspek O
kultural O
membutuhkan O
waktu O
karena O
berkaitan O
dengan O
budaya O
dan O
kondisi O
lingkungan O
ucapnya O
menegaskan O
uji O
kelayakan O
panglima O
tni O
digelar O
komisi O
pertahanan O
dpr O
sidang O
dipimpin O
ketua O
komisi O
i O
dpr O
mahfudz B-PERSON
siddik I-PERSON
wakil O
presiden O
jusuf B-PERSON
kalla I-PERSON
mengatakan O
presiden O
joko B-PERSON
widodo I-PERSON
telah O
menegur O
menteri O
koordinator O
politik O
hukum O
dan O
keamanan O
tedjo B-PERSON
edhy I-PERSON
purdijatno I-PERSON
teguran O
itu O
terkait O
penyataan O
politikus O
partai B-ORGANIZATION
nasdem I-ORGANIZATION
itu O
yang O
banyak O
menimbulkan O
kontroversi O
presiden O
sudah O
memberikan O
istilah O
yang O
mungkin O
tidak O
sesuai O
tentu O
jangan O
dipergunakan O
ujar O
kalla B-PERSON
di O
kantornya O
selasa B-TIME
, I-TIME
27 I-TIME
januari I-TIME
2015 I-TIME
kalla B-PERSON
juga O
mengaku O
sudah O
memberikan O
pandangan O
pada O
tedjo B-PERSON
untuk O
memperhatikan O
yang O
digunakannya O
baiknya O
memakai O
yang O
lebih O
sesuai O
lah O
kata O
dia O
dari O
catatan O
tempo O
setidaknya O
ada O
empat O
pernyataan O
menteri O
tedjo B-PERSON
yang O
dianggap O
kontroverisal O
pertama O
saat O
tedjo B-PERSON
meragukan O
kebenaran O
dugaan O
kasus O
korupsi O
yang O
disidik O
kpk O
termasuk O
soal O
rekening O
gendut O
komisaris O
jenderal O
budi B-PERSON
gunawan I-PERSON
menurut O
dia O
kepolisian O
adalah O
lembaga O
hukum O
yang O
kredibel O
dan O
patut O
didengar O
lagi O
pula O
apakah O
kpk O
pasti O
benar O
ujar O
dia O
kedua O
tedjo B-PERSON
menyatakan O
kalau O
kpk O
ingin O
menggagalkan O
budi B-PERSON
gunawan I-PERSON
sebagai O
kepala O
polri O
ini O
kelihatan O
sekali O
hanya O
ingin O
menggagalkan O
budi B-PERSON
gunawan I-PERSON
kalau O
memang O
bukti O
sudah O
ada O
ayo O
segera O
diproses O
kata O
tedjo B-PERSON
ketiga O
tedjo B-PERSON
menilai O
kpk O
menteri O
tedjo B-PERSON
mengatakan O
kpk O
melanggar O
kesepakatan O
dengan O
kepolisian O
untuk O
tidak O
mengeluarkan O
pernyataan O
tendesius O
jangan O
membakar O
massa O
dengan O
orasi O
rakyat O
kita O
harus O
pernyataan O
itu O
adalah O
sikap O
ujar O
tedjo B-PERSON
keempat O
tedjo B-PERSON
menyesalkan O
adanya O
pergerakan O
massa O
di O
komisi O
pemberantasan O
korupsi O
yang O
juga O
diliput O
berbagai O
media O
massa O
nasional O
menurut O
tedjo O
kpk O
akan O
kuat O
bila O
justru O
didukung O
konstitusi O
yang O
berlaku O
bukan O
dukungan O
rakyat O
yang O
enggak O
jelas O
itu O
kata O
tedjo B-PERSON
di O
kompleks B-LOCATION
istana I-LOCATION
negara I-LOCATION
sabtu B-TIME
, I-TIME
24 I-TIME
januari I-TIME
2015 I-TIME
juru O
bicara O
komisi O
pemberantasan O
korupsi O
johan B-PERSON
budi I-PERSON
mengatakan O
pengembangan O
penyidikan O
kasus O
dugaan O
korupsi O
dalam O
kegiatan O
sosialisasi O
sepeda O
sehat O
dan O
perawatan O
gedung O
sesdm O
sudah O
hampir O
selesai O
dalam O
kasus O
ini O
kpk O
telah O
menahan O
tersangka O
mantan O
sekretaris O
jenderal O
kementerian O
energi O
dan O
sumber O
daya O
mineral O
waryono B-PERSON
karno I-PERSON
berkas O
perkara O
tindak O
pidana O
korupsi O
ini O
sudah O
lebih O
dari O
60 B-QUANTITY
persen I-QUANTITY
hampir O
selesai O
ujar O
johan B-PERSON
di O
gedung B-LOCATION
kpk I-LOCATION
, I-LOCATION
jakarta I-LOCATION
, I-LOCATION
kamis B-TIME
( I-TIME
18/12/2014 I-TIME
) I-TIME
malam O
dengan O
demikian O
lanjut O
johan B-PERSON
perkara O
waryono B-PERSON
akan O
segera O
naik O
ke O
persidangan O
meski O
demikian O
johan B-PERSON
mengatakan O
penyidik O
masih O
mengembangkan O
kasus O
ini O
untuk O
melihat O
kemungkinan O
ada O
pihak O
lain O
yang O
terlibat O
kemungkinan O
tersangka O
baru O
sangat O
terbuka O
sepanjang O
penyidik O
temukan O
dua O
alat O
bukti O
yang O
cukup O
ada O
pihak O
lain O
yang O
terlibat O
kata O
johan B-PERSON
waryono B-PERSON
ditahan O
di O
rumah B-LOCATION
tahanan I-LOCATION
guntur I-LOCATION
, I-LOCATION
jakarta I-LOCATION
selatan I-LOCATION
selama O
20 B-QUANTITY
hari I-QUANTITY
pertama O
kpk O
menduga O
ada O
penggelembungan O
dana O
atau O
mark O
up O
anggaran O
kesekjenan O
yang O
disalahgunakan O
waryono B-PERSON
ia O
diduga O
tindak O
pidana O
korupsi O
yang O
menyebabkan O
kerugian O
negara O
sebesar O
rp B-QUANTITY
11 I-QUANTITY
miliar I-QUANTITY
atas O
perbuatannya O
waryono B-PERSON
dianggap O
melanggar O
pasal O
ayat O
atau O
pasal O
nomor O
tahun O
sebagaimana O
diubah O
dalam O
nomor O
tahun O
jo O
pasal O
ayat O
kuh O
pidana O
kpk O
juga O
telah O
menetapkan O
waryono B-PERSON
sebagai O
tersangka O
kasus O
dugaan O
menerima O
pemberian O
hadiah O
atau O
janji O
terkait O
kegiatan O
di O
kementerian B-LOCATION
esdm I-LOCATION
penetapan O
waryono B-PERSON
sebagai O
tersangka O
dalam O
kasus O
dugaan O
gratifikasi O
tersebut O
merupakan O
hasil O
pengembangan O
kasus O
dugaan O
suap O
yang O
menjerat O
mantan O
kepala O
skk O
migas O
rudi B-PERSON
rubiandini I-PERSON
dalam O
kasus O
ini O
waryono B-PERSON
diduga O
berperan O
sebagai O
pengepul O
uang O
suap O
untuk O
selanjutnya O
dialirkan O
ke O
pihak O
lain O
penetapannya O
sebagai O
tersangka O
menyusul O
penemuan O
uang O
sebesar O
200.000 B-QUANTITY
dollar I-QUANTITY
amerika I-QUANTITY
serikat I-QUANTITY
( I-QUANTITY
as I-QUANTITY
) I-QUANTITY
di O
ruang O
kerjanya O
saat O
penyidik O
kpk O
melakukan O
penggeledahan O
oleh O
karena O
itu O
kpk O
menyangkakan O
pasal O
atau O
pasal O
tindak O
pidana O
korupsi O
tipikor O
tentang O
pemberian O
gratifikasi O
kepada O
penyelenggara O
negara O
dan O
penyelenggara O
negara O
yang O
menerima O
gratifikasi O
partai B-ORGANIZATION
persatuan I-ORGANIZATION
pembangunan I-ORGANIZATION
( I-ORGANIZATION
ppp I-ORGANIZATION
) I-ORGANIZATION
menyatakan O
ketidaksetujuannya O
pada O
ide O
pembubaran O
kpk O
sekertaris O
fraksi O
ppp O
dpr O
arwani B-PERSON
thomafi I-PERSON
menilai O
aneh O
bila O
ide O
itu O
kemudian O
muncul O
dalam O
rapat O
konsultasi O
rapat O
konsultasi O
mestinya O
adalah O
untuk O
saling O
menghargai O
eksistensi O
sesama O
lembaga O
negara O
tidak O
ada O
yang O
paling O
kuat O
kpk O
harus O
didorong O
agar O
lebih O
baik O
dalam O
bekerja O
kita O
dorong O
kpk O
agar O
tidak O
tebang O
pilih O
dan O
berani O
mengusut O
juga O
kakap O
kata O
arwani B-PERSON
selasa B-TIME
( I-TIME
04/10/2011 I-TIME
) I-TIME
sebelumnya O
diberitakan O
saat O
rapat O
konsultasi O
antara O
aparat O
penegak O
hukum O
termasuk O
kpk O
dengan O
pimpinan O
dpr O
terungkap O
melalui O
wakil O
ketua O
komisi O
iii O
dpr O
yang O
tak O
lain O
anggota O
fraksi B-ORGANIZATION
pks I-ORGANIZATION
fachri B-PERSON
hamzah I-PERSON
yang O
mengusulkan O
pembubaran O
kpk O
kpk O
dianggapnya O
lembaga O
super O
body O
yang O
bekerja O
secara O
tertutup O
bertentangan O
dengan O
demokrasi O
terus O
terang O
pimpinan O
secara O
pribadi O
sudah O
sering O
didengar O
yang O
ngomong O
kpk O
itu O
dibubarkan O
itu O
saya O
karena O
saya O
tidak O
percaya O
dengan O
insitusi O
yang O
bekerja O
super O
body O
itu O
keyakinan O
saya O
dari O
keyakinan O
akademik O
saya O
tidak O
boleh O
ada O
institusi O
seperti O
itu O
dalam O
demokrasi O
kata O
fachry B-PERSON
hamzah I-PERSON
